Programa de financiaciÛn;Entidad CP;DenominaciÛn;DescripciÛn;Validez de;Validez a;Fecha de expiraciÛn
QINV0014;PUCE;ANALISIS COMPARATIVO;ANALISIS COMPARATIVO DE LA INSTITUCIONAL;01/01/1900;31/12/9999;31/12/9999
QINV0015;PUCE;ESTUDIO PARA EVALUAR;ESTUDIO PARA EVALUAR EL ESTADO DE LA POB;01/01/1900;31/12/9999;31/12/9999
QINV0016;PUCE;DIVERSIDAD DE RIOS E;DIVERSIDAD DE RIOS ECUATORIANOS DE ALTA;01/01/1900;31/12/9999;31/12/9999
QINV0017;PUCE;RESISTENCIA A COLIST;RESISTENCIA A COLISTINA EN AISLADOS ENTE;01/01/1900;31/12/9999;31/12/9999
QINV0018;PUCE;CATALOGACION DE LOS;CATALOGACION DE LOS PAISAJES VIVOS PARA;01/01/1900;31/12/9999;31/12/9999
QINV0019;PUCE;EVALUACION DEL CONTR;EVALUACION DEL CONTROL BIOLOGICO DE PLAG;01/01/1900;31/12/9999;31/12/9999
QINV0020;PUCE;ESTUDIO PARA ELABORA;ESTUDIO PARA ELABORAR UNA PROPUESTA DE C;01/01/1900;31/12/9999;31/12/9999
QINV0021;PUCE;ESTUDIO DE LA CONTAM;ESTUDIO DE LA CONTAMINACION DEL AIRE A F;01/01/1900;31/12/9999;31/12/9999
QINV0022;PUCE;DETERMINACION DE PRI;DETERMINACION DE PRINCIPIOS ACTIVOS DE P;01/01/1900;31/12/9999;31/12/9999
QINV0023;PUCE;SUMS FOR CITIES II-;SUMS FOR CITIES II- ENERGIA, MATERIALES;01/01/1900;31/12/9999;31/12/9999
QINV0024;PUCE;EL ESPACIO URBANO Y;EL ESPACIO URBANO Y EL TERREMOTO DE MANA;01/01/1900;31/12/9999;31/12/9999
QINV0025;PUCE;DESARROLLO DE UN SIS;DESARROLLO DE UN SISTEMA DE EVALUACION D;01/01/1900;31/12/9999;31/12/9999
QINV0026;PUCE;INTERACCION INTERREG;INTERACCION INTERREGIONAL Y PRODUCCION A;01/01/1900;31/12/9999;31/12/9999
QINV0027;PUCE;DIAGNOSTICO SITUACIO;DIAGNOSTICO SITUACIONAL Y VIGILANCIA COM;01/01/1900;31/12/9999;31/12/9999
QINV0028;PUCE;EL ACUERDO COMERCIAL;EL ACUERDO COMERCIAL ENTRE LA UNION EURO;01/01/1900;31/12/9999;31/12/9999
QINV0029;PUCE;ESTADO Y SEGURIDAD,;ESTADO Y SEGURIDAD, MACRO Y MICRO DESAFI;01/01/1900;31/12/9999;31/12/9999
QINV0030;PUCE;EL SUJETO EN EL CON;EL SUJETO EN EL CONTEXTO DEL PARADIGMA;01/01/1900;31/12/9999;31/12/9999
QINV0031;PUCE;GARANTIA DE LOS DERE;GARANTIA DE LOS DERECHOS CONSTITUCIONALE;01/01/1900;31/12/9999;31/12/9999
QINV0032;PUCE;ESTUDIOS SOCIALES DE;ESTUDIOS SOCIALES DE LA CIUDAD DESDE SUS;01/01/1900;31/12/9999;31/12/9999
QINV0033;PUCE;DIAGNOSTICO DE LA EN;DIAGNOSTICO DE LA ENFERMEDAD DE VON WILL;01/01/1900;31/12/9999;31/12/9999
QINV0034;PUCE;TERRITORIOS EN TRANS;TERRITORIOS EN TRANSFORMACION- SEGREGACI;01/01/1900;31/12/9999;31/12/9999
QINV0035;PUCE;ESTUDIO DE PEPTIDOS;ESTUDIO DE PEPTIDOS DE INTERES BIOLOGICO;01/01/1900;31/12/9999;31/12/9999
QINV0036;PUCE;CLASIFICACION DE SUB;CLASIFICACION DE SUBCONJUNTOS COMPACTOS;01/01/1900;31/12/9999;31/12/9999
QINV0037;PUCE;ACTITUDES SOBRE LA;ACTITUDES SOBRE LA SEXUALIDAD EN JOVENE;01/01/1900;31/12/9999;31/12/9999
QINV0038;PUCE;DINAMICAS SOCIO ESPA;DINAMICAS SOCIO ESPACIALES EN LA CUENCA;01/01/1900;31/12/9999;31/12/9999
QINV0039;PUCE;LA INFANTILIZACION D;LA INFANTILIZACION DEL ESTUDIANTE UNIVER;01/01/1900;31/12/9999;31/12/9999
QINV0040;PUCE;ANALISIS DE LA POBLA;ANALISIS DE LA POBLACION DEL PATOGENO PH;01/01/1900;31/12/9999;31/12/9999
QINV0041;PUCE;MATERIALIDAD Y VISUA;MATERIALIDAD Y VISUALIDAD EN EL CONVENTO;01/01/1900;31/12/9999;31/12/9999
QINV0042;PUCE;PATRONES DE DIVERSID;PATRONES DE DIVERSIDAD DE PLANTAS DEL BO;01/01/1900;31/12/9999;31/12/9999
QINV0043;PUCE;DESAFIOS DE LA PAREN;DESAFIOS DE LA PARENTALIDAD EN ESTUDIANT;01/01/1900;31/12/9999;31/12/9999
QINV0044;PUCE;IMAGINARIOS Y TRANSF;IMAGINARIOS Y TRANSFORMACION DEL ESPACIO;01/01/1900;31/12/9999;31/12/9999
QINV0045;PUCE;DETERMINANTES DE LA;DETERMINANTES DE LA MALNUTRICION EN MENO;01/01/1900;31/12/9999;31/12/9999
QINV0046;PUCE;ELUCIDACION DE LA ES;ELUCIDACION DE LA ESTRUCTURA PRIMARIA DE;01/01/1900;31/12/9999;31/12/9999
QINV0047;PUCE;ESTUDIO EXPLORATORIO;ESTUDIO EXPLORATORIO DE LA ADOPCION DE O;01/01/1900;31/12/9999;31/12/9999
QINV0048;PUCE;POTENCIAL BIOMEDICO;POTENCIAL BIOMEDICO DE SECRECIONES DE PI;01/01/1900;31/12/9999;31/12/9999
QINV0049;PUCE;ARTE, EDUCACION E IN;ARTE, EDUCACION E INTERCULTURALIDAD- REF;01/01/1900;31/12/9999;31/12/9999
QINV0050;PUCE;METODOLOGIA DE PREVE;METODOLOGIA DE PREVENCION, CONTROL Y REP;01/01/1900;31/12/9999;31/12/9999
QINV0051;PUCE;RECONSTRUIR CATEGORI;RECONSTRUIR CATEGORIAS EN LA PERSPECTIVA;01/01/1900;31/12/9999;31/12/9999
QINV0052;PUCE;ETNOARQUEOLOGIA DE L;ETNOARQUEOLOGIA DE LAS IDENTIDADES SEXUA;01/01/1900;31/12/9999;31/12/9999
QINV0053;PUCE;ESTUDIO Y MODELAMIEN;ESTUDIO Y MODELAMIENTO DE LA EMERGENCIA;01/01/1900;31/12/9999;31/12/9999
QINV0054;PUCE;RELACION ENTRE LOS H;RELACION ENTRE LOS HABITOS DE ESTUDIO, P;01/01/1900;31/12/9999;31/12/9999
QINV0055;PUCE;MECANISMOS DE DIVERS;MECANISMOS DE DIVERSIFICACION Y ADAPTACI;01/01/1900;31/12/9999;31/12/9999
QINV0056;PUCE;MODELO INTEGRAL DE S;MODELO INTEGRAL DE SALUD PARA LA PREVENC;01/01/1900;31/12/9999;31/12/9999
QINV0057;PUCE;FUNDAMENTOS ETICOS Y;FUNDAMENTOS ETICOS Y ONTOLOGICOS DE LO P;01/01/1900;31/12/9999;31/12/9999
QINV0058;PUCE;EXTRACCION Y CARACTE;EXTRACCION Y CARACTERIZACION DE ENZIMAS;01/01/1900;31/12/9999;31/12/9999
QINV0059;PUCE;MODELO DE GESTION Y;MODELO DE GESTION Y ACOMPANAMIENTO PARA;01/01/1900;31/12/9999;31/12/9999
QINV0060;PUCE;EL LIDERAZGO DE SERV;EL LIDERAZGO DE SERVICIO APLICADO EN CON;01/01/1900;31/12/9999;31/12/9999
QINV0061;PUCE;DIVERSIDAD, DISTRIBU;DIVERSIDAD, DISTRIBUCION, FILOGENIA Y CO;01/01/1900;31/12/9999;31/12/9999
QINV0062;PUCE;ESTRATEGIAS DE ASEGU;ESTRATEGIAS DE ASEGURAMIENTO DEL CICLO D;01/01/1900;31/12/9999;31/12/9999
QINV0063;PUCE;OPTIMIZACION DE UN Q;OPTIMIZACION DE UN QUIMICO ACTIVO IN-VIT;01/01/1900;31/12/9999;31/12/9999
QINV0064;PUCE;EL ROL DEL DOCENTE E;EL ROL DEL DOCENTE EN EL DESARROLLO SOCI;01/01/1900;31/12/9999;31/12/9999
QINV0065;PUCE;HABITOS Y ESTILOS DE;HABITOS Y ESTILOS DE VIDA EN ESTUDIANTES;01/01/1900;31/12/9999;31/12/9999
QINV0066;PUCE;EL EMPRENDIMIENTO SO;EL EMPRENDIMIENTO SOCIAL COMO MECANISMO;01/01/1900;31/12/9999;31/12/9999
QINV0067;PUCE;EVALUACION DEL IMPAC;EVALUACION DEL IMPACTO DE LA CALIDAD DE;01/01/1900;31/12/9999;31/12/9999
QINV0068;PUCE;LIPADA, LABORATORIO;LIPADA, LABORATORIO DE INVESTIGACION SOB;01/01/1900;31/12/9999;31/12/9999
QINV0069;PUCE;INDEX CONVERSACIONES;INDEX CONVERSACIONES DE ARTE CONTEMPORAN;01/01/1900;31/12/9999;31/12/9999
QINV0070;PUCE;PREVENCION DEL ABUSO;PREVENCION DEL ABUSO SEXUAL DE NINOS Y J;01/01/1900;31/12/2020;31/12/2020
QINV0071;PUCE;EXTRACTIVISMO Y PUEB;EXTRACTIVISMO Y PUEBLOS INDIGENAS EN LA;01/01/1900;31/12/9999;31/12/9999
QINV0072;PUCE;ELABORACION DE CURVA;ELABORACION DE CURVAS S PATRON, PARA LA;01/01/1900;31/12/9999;31/12/9999
QINV0073;PUCE;ARQUITECTURA MODERNA;ARQUITECTURA MODERNA DE QUITO, ECUADOR,;01/01/1900;31/12/9999;31/12/9999
QINV0074;PUCE;ECOTAGUA- ECOLOGIA D;ECOTAGUA- ECOLOGIA DE LA POLINIZACION DE;01/01/1900;31/12/9999;31/12/9999
QINV0075;PUCE;PURIFICACION Y CARAC;PURIFICACION Y CARACTERIZACION DE COMPUE;01/01/1900;31/12/9999;31/12/9999
QINV0076;PUCE;EVALUACION DE LA RES;EVALUACION DE LA RESISTENCIA A LA DELTAM;01/01/1900;31/12/9999;31/12/9999
QINV0077;PUCE;MANIFESTACIONES DE L;MANIFESTACIONES DE LA VIOLENCIA DE GENER;01/01/1900;31/12/9999;31/12/9999
QINV0078;PUCE;DINAMICA MOLECULAR E;DINAMICA MOLECULAR EVOLUTIVA (EVODEVO) D;01/01/1900;31/12/9999;31/12/9999
QINV0079;PUCE;COSTOS, BENEFICIOS Y;COSTOS, BENEFICIOS Y MERCADO DE AUDITORI;01/01/1900;31/12/9999;31/12/9999
QINV0080;PUCE;SINTESIS, CARACTERIZ;SINTESIS, CARACTERIZACION Y MODELAMIENTO;01/01/1900;31/12/9999;31/12/9999
QINV0081;PUCE;MAS QUE UNA FACHADA;MAS QUE UNA FACHADA VERDE- PURIFICACION;01/01/1900;31/12/9999;31/12/9999
QINV0082;PUCE;ESTUDIO COMPARATIVO;ESTUDIO COMPARATIVO DEL DESARROLLO DE CA;01/01/1900;31/12/9999;31/12/9999
QINV0083;PUCE;APROPIACION DE LAS I;APROPIACION DE LAS IES DE LAS ACTIVIDADE;01/01/1900;31/12/9999;31/12/9999
QINV0084;PUCE;ORIGEN DE INFECCIONE;ORIGEN DE INFECCIONES DE MALARIA EN COMU;01/01/1900;31/12/9999;31/12/9999
QINV0085;PUCE;RECUPERACION DE LA M;RECUPERACION DE LA MEMORIA- HISTORIAS DE;01/01/1900;31/12/9999;31/12/9999
QINV0086;PUCE;COMPETENCIAS DE LA I;COMPETENCIAS DE LA INTELIGENCIA ESPIRITU;01/01/1900;31/12/9999;31/12/9999
QINV0087;PUCE;SOCIEDAD 4.0 SOCIALI;SOCIEDAD 4.0 SOCIALIZACION, SUBJETIVIDAD;01/01/1900;31/12/9999;31/12/9999
QINV0088;PUCE;EL PAPEL DE LA TECNO;EL PAPEL DE LA TECNOLOGIA EN EL ESPACIO;01/01/1900;31/12/9999;31/12/9999
QINV0089;PUCE;EPIDEMIOLOGIA DE LA;EPIDEMIOLOGIA DE LA RESISTENCIA BACTERIA;01/01/1900;31/12/9999;31/12/9999
QINV0090;PUCE;INDICADORES PARA EVA;INDICADORES PARA EVALUAR LA SOSTENIBILID;01/01/1900;31/12/9999;31/12/9999
QINV0091;PUCE;LA GESTION DE LA PRE;LA GESTION DE LA PREVENCION DE RIESGOS D;01/01/1900;31/12/9999;31/12/9999
QINV0092;PUCE;LA PERCEPCION DE LO;LA PERCEPCION DE LO SAGRADO EN LOS JOVEN;01/01/1900;31/12/9999;31/12/9999
QINV0093;PUCE;PROGRAMA PARA EL EST;PROGRAMA PARA EL ESTABLECIMIENTO DEL SIS;01/01/1900;31/12/9999;31/12/9999
QINV0094;PUCE;APEGO Y REGULACION E;APEGO Y REGULACION EMOCIONAL EN JOVENES;01/01/1900;31/12/9999;31/12/9999
QINV0095;PUCE;FUENTES DE REPRODUCC;FUENTES DE REPRODUCCION DE LAS DESIGUALD;01/01/1900;31/12/9999;31/12/9999
QINV0096;PUCE;EDUCACION, ESTADO Y;EDUCACION, ESTADO Y SECTORES PRODUCTIVOS;01/01/1900;31/12/9999;31/12/9999
QINV0097;PUCE;MONITOREO DEL IMPACT;MONITOREO DEL IMPACTO DEL CAMBIO CLIMATI;01/01/1900;31/12/9999;31/12/9999
QINV0098;PUCE;DETERMINACION DE LAS;DETERMINACION DE LAS CONCENTRACIONES DE;01/01/1900;31/12/9999;31/12/9999
QINV0099;PUCE;EVALUACION DE LA ACT;EVALUACION DE LA ACTIVIDAD DE EXTRACTOS;01/01/1900;31/12/9999;31/12/9999
QINV0100;PUCE;COMUNICACION SONORA;COMUNICACION SONORA - HACIA UN MODELO AL;01/01/1900;31/12/9999;31/12/9999
QINV0101;PUCE;IMPACTOS EN LA INFRA;IMPACTOS EN LA INFRAESTRUCTURA PATRIMONI;01/01/1900;31/12/9999;31/12/9999
QINV0102;PUCE;ESTUDIO COMPARATIVO;ESTUDIO COMPARATIVO INTEGRAL DE INVENTAR;01/01/1900;31/12/9999;31/12/9999
QINV0103;PUCE;DINAMICA Y ANALISIS;DINAMICA Y ANALISIS POBLACIONAL DE LOS B;01/01/1900;31/12/9999;31/12/9999
QINV0104;PUCE;POLITICAS DE INTEGRA;POLITICAS DE INTEGRACION DE LA INMIGRACI;01/01/1900;31/12/9999;31/12/9999
QINV0105;PUCE;ESTUDIOS DE LA DEGRA;ESTUDIOS DE LA DEGRADACION DE HERBICIDAS;01/01/1900;31/12/9999;31/12/9999
QINV0106;PUCE;MANEJO ADECUADO PAR;MANEJO ADECUADO PARA TRANSVERSALIZACION;01/01/1900;31/12/9999;31/12/9999
QINV0107;PUCE;ESTUDIO DEL IMPACTO;ESTUDIO DEL IMPACTO DE LA POLITICA PUBLI;01/01/1900;31/12/9999;31/12/9999
QINV0108;PUCE;REPRESENTACIONES DE;REPRESENTACIONES DE SALUD EN LA  CULTURA;01/01/1900;31/12/9999;31/12/9999
QINV0109;PUCE;LA DINAMICA DE LAS C;LA DINAMICA DE LAS CIUDADES Y SU FUNCION;01/01/1900;31/12/9999;31/12/9999
QINV0110;PUCE;REFLEXION TEOLOGICA;REFLEXION TEOLOGICA SOBRE EL ARTE DE VIC;01/01/1900;31/12/9999;31/12/9999
QINV0111;PUCE;ESTUDIO SOBRE LOS US;ESTUDIO SOBRE LOS USOS Y SENTIDOS DE LAS;01/01/1900;31/12/9999;31/12/9999
QINV0112;PUCE;EFECTOS DE LA VARIAB;EFECTOS DE LA VARIABILIDAD CLIMATICA SOB;01/01/1900;31/12/9999;31/12/9999
QINV0113;PUCE;MAPEO DE RECURSOS PS;MAPEO DE RECURSOS PSICOSOCIALES Y CAPACI;01/01/1900;31/12/9999;31/12/9999
QINV0114;PUCE;BOLETIN DEMOCRACIA,;BOLETIN DEMOCRACIA, SEGURIDAD Y DEFENSA;01/01/1900;31/12/9999;31/12/9999
QINV0115;PUCE;FORTALECIMIENTO Y CE;FORTALECIMIENTO Y CERTIFICACION DE LOS L;01/01/1900;31/12/9999;31/12/9999
QINV0116;PUCE;MINUR- HACIA UNA MIN;MINUR- HACIA UNA MINERIA URBANA, MANEJO;01/01/1900;31/12/9999;31/12/9999
QINV0117;PUCE;DISENO E IMPLEMENTAC;DISENO E IMPLEMENTACION DE UN PROTOCOLO;01/01/1900;31/12/9999;31/12/9999
QINV0118;PUCE;FABRICACION Y CARACT;FABRICACION Y CARACTERIZACION DE SEMICON;01/01/1900;31/12/9999;31/12/9999
QINV0119;PUCE;CARACTERIZACION Y ES;CARACTERIZACION Y ESTADISTICA DE SENALES;01/01/1900;31/12/9999;31/12/9999
QINV0120;PUCE;INVESTIGACION CESAQ;INVESTIGACION CESAQ;01/01/1900;31/12/9999;31/12/9999
QINV0121;PUCE;LABORATORIO MIXTO IN;LABORATORIO MIXTO INTERNACIONAL BIO-INCA;01/01/1900;31/12/9999;31/12/9999
QINV0122;PUCE;DINAMICA DE PLANTULA;DINAMICA DE PLANTULAS Y SEMILLAS EN EL P;01/01/1900;31/12/9999;31/12/9999
QINV0123;PUCE;CIUDAD ABIERTA- ISLA;CIUDAD ABIERTA- ISLA SANTA ROSA REMACAM;01/01/1900;31/12/9999;31/12/9999
QINV0124;PUCE;DISENO, LEVANTAMIENT;DISENO, LEVANTAMIENTO Y DESARROLLO DE ES;01/01/1900;31/12/9999;31/12/9999
QINV0125;PUCE;PRODUCCION DE ETANOL;PRODUCCION DE ETANOL CELULOSICO POR SACA;01/01/1900;31/12/9999;31/12/9999
QINV0126;PUCE;DESARROLLO DE BIOSEN;DESARROLLO DE BIOSENSORES BASADOS EN NAN;01/01/1900;31/12/9999;31/12/9999
QINV0127;PUCE;GRATIFICACIONES POR;GRATIFICACIONES POR PUBLICACIONES;01/01/1900;31/12/9999;31/12/9999
QINV0128;PUCE;DIFUSION INVESTIGACI;DIFUSION INVESTIGACION;01/01/1900;31/12/9999;31/12/9999
QINV0129;PUCE;RECONOCIMIENTOS;RECONOCIMIENTOS;01/01/1900;31/12/9999;31/12/9999
QINV0130;PUCE;CONCIENCIA- PROGRAMA;CONCIENCIA- PROGRAMA DE COMUNICACION DE;01/01/1900;31/12/9999;31/12/9999
QINV0131;PUCE;EQUIPAMIENTO PARA IN;EQUIPAMIENTO PARA INVESTIGACION;01/01/1900;31/12/9999;31/12/9999
QINV0132;PUCE;EVALUACION DE LAS TA;EVALUACION DE LAS TASAS DE PERDIDA DE AG;01/01/1900;31/12/9999;31/12/9999
QINV0133;PUCE;REVISTAS DE INVESTIG;REVISTAS DE INVESTIGACION PUCE - CENTRO;01/01/1900;31/12/9999;31/12/9999
QINV0134;PUCE;PUCE - OHIO;PUCE - OHIO;01/01/1900;31/12/9999;31/12/9999
QINV0135;PUCE;CARACTERIZACION DE L;CARACTERIZACION DE LA DIVERSIDAD BIOLOGI;01/01/1900;31/12/9999;31/12/9999
QINV0136;PUCE;ORALIDAD MODERNIDAD:;ORALIDAD MODERNIDAD: ESTUDIO DE LAS LENGUAS INDÕGE;26/10/2018;31/12/2020;31/12/2020
QINV0137;PUCE;BECARIOS ñ Proyectos;BECARIOS ñ Proyectos Formativos de la DGE;01/01/2018;31/12/9999;31/12/9999
QINV0138;PUCE;DINAMICA DE LA VEGET;DINAMICA DE LA VEGETACION Y EL CLIMA DURANTE EL HO;01/01/2018;31/12/2018;31/12/2018
QINV0139;PUCE;DINAMICA DE LA VEGET;DINAMICA DE LA VEGETACION Y EL CLIMA DURANTE EL HO;28/11/2018;31/12/2999;31/12/2999
QINV0140;PUCE;GARANTÕAS BANCARIAS;GARANTÕAS BANCARIAS PROYECTOS;01/12/2018;31/12/2999;31/12/2999
QINV0141;PUCE;CAPACITACION INVESTI;CAPACITACION INVESTIGADORES;01/01/2018;31/12/2999;31/12/2999
QINV0142;PUCE;REPENSANDO GALAPAGOS;REPENSANDO GALAPAGOS DESDE LOS SISTEMAS SOCIO-ECOL;01/01/2019;31/12/2019;31/12/2019
QINV0143;PUCE;SuscripciÛn Redes y;SuscripciÛn Redes y Revistas;01/01/2019;31/12/2999;31/12/2999
QINV0144;PUCE;EvaluaciÛn de cobert;EvaluaciÛn de cobertura vegetal y cultivos asociad;01/01/2019;31/12/2999;31/12/2999
QINV0145;PUCE;SUMS FOR CITIES III:;SUMS FOR CITIES III: ENERGIA, MATERIALES & LA ECON;01/01/2019;31/12/2019;31/12/2019
QINV0146;PUCE;BOLETIN, DEMOCRACIA,;BOLETIN, DEMOCRACIA, SEGURIDAD Y DEFENSA 2019;18/03/2019;31/12/2019;31/12/2019
QINV0147;PUCE;FORMACION DE LIDERES;FORMACION DE LIDERES WAORANI PARA LA PROMOCION Y P;18/03/2019;31/12/2020;31/12/2020
QINV0148;PUCE;LOS PRIMEROS QUITE—O;LOS PRIMEROS QUITE—OS, ARQUEOLOGIA TEMPRANA DE QUI;18/03/2019;31/12/2019;31/12/2019
QINV0149;PUCE;LA GESTION DE LA PRE;LA GESTION DE LA PREVENCION DE RIESGOS DEL TRABAJO;18/03/2019;31/12/2019;31/12/2019
QINV0150;PUCE;LAS CUESTIONES FUNDA;LAS CUESTIONES FUNDAMENTALES PARA PENSAR LA POLITI;18/03/2019;31/12/2020;31/12/2020
QINV0151;PUCE;DETERMINACION DE COM;DETERMINACION DE COMPUESTOS EMERGENTES EN AGUAS DE;01/01/2019;31/12/2020;31/12/2020
QINV0152;PUCE;ESTUDIO DE LA SITUAC;ESTUDIO DE LA SITUACION Y PROPUESTA DE MANEJO DE E;01/01/2019;31/12/2019;31/12/2019
QINV0153;PUCE;II6-GAMIFICACI”N DE;II6-GAMIFICACI”N DE LA CLASE INFORM¡TICA APLICADA;01/01/2019;31/12/2020;31/12/2020
QINV0154;PUCE;II8-ENSE—ANZA DE LA;II8-ENSE—ANZA DE LA MATEM¡TICA CENTRADA EN LA VISU;01/01/2019;31/12/2020;31/12/2020
QINV0155;PUCE;II9-PROPUESTA DE INN;II9-PROPUESTA DE INNOVACI”N DE ESTRATEGIAS DE ENSE;01/01/2019;31/12/2020;31/12/2020
QINV0156;PUCE;II11-INNOVACI”N EDUC;II11-INNOVACI”N EDUCATIVA EN LA ASIGNATURA CONTEXT;01/01/2019;31/12/2020;31/12/2020
QINV0157;PUCE;II16-EL APRENDIZAJE;II16-EL APRENDIZAJE BASADO EN LA POTENCIALIDAD DE;01/01/2019;31/12/2020;31/12/2020
QINV0158;PUCE;II17-APLICACI”N DE A;II17-APLICACI”N DE ARTE ñARCHIVO Y BLENDSPACE PARA;01/01/2019;31/12/2020;31/12/2020
QINV0159;PUCE;II18 ENSE—ANZA DE ME;II18 ENSE—ANZA DE METODOLOGIA Y DIDACTICA A PROFES;01/01/2019;31/12/2020;31/12/2020
QINV0160;PUCE;II19 APRENDIZAJE APL;II19 APRENDIZAJE APLICANDO ARTE ñAAA;01/01/2019;31/12/2020;31/12/2020
QINV0161;PUCE;II20 JUEGO DIGITAL E;II20 JUEGO DIGITAL EN LÕNEA PARA DESARROLLAR COMPE;01/01/2019;31/12/2020;31/12/2020
QINV0162;PUCE;II25 PROPUESTA DE CA;II25 PROPUESTA DE CAMBIO EN LA ENSE—ANZA APRENDIZA;01/01/2019;31/12/2020;31/12/2020
QINV0163;PUCE;II28 DISE—O DESDE LA;II28 DISE—O DESDE LA COMUNIDAD PARA LA COMUNIDAD-P;01/01/2019;31/12/2020;31/12/2020
QINV0164;PUCE;II30-HERRAMIENTAS AU;II30-HERRAMIENTAS AUDIO VISUALES PARA ESTUDIANTES;01/01/2019;31/12/2020;31/12/2020
QINV0165;PUCE;LAS PRACTICAS DIPLOM;LAS PRACTICAS DIPLOMATICAS EN EL MINISTERIO DE REL;01/01/2019;31/12/2019;31/12/2019
QINV0166;PUCE;PROPUESTA DE MECANIS;PROPUESTA DE MECANISMOS PARA MEJORAR LA SITUACI”N;01/01/2019;31/12/2020;31/12/2020
QINV0167;PUCE;INDICADORES ENTOMOL”;INDICADORES ENTOMOL”GICOS DE SOSTENIBILIDAD PARA G;01/01/2019;31/12/2020;31/12/2020
QINV0168;PUCE;IMPACTO DE LA GESTIO;IMPACTO DE LA GESTION DE CALIDAD EN LA IMAGEN ORGA;01/01/2019;31/12/2020;31/12/2020
QINV0169;PUCE;EVALUACION DE UN PRO;EVALUACION DE UN PROTOTIPO DE ANTENAS RECONFIGURAB;01/01/2019;31/12/2020;31/12/2020
QINV0170;PUCE;PROPUESTA DE IMPLEME;PROPUESTA DE IMPLEMENTACION DE INDICADORES DE NUEV;01/01/2019;31/12/2020;31/12/2020
QINV0171;PUCE;PROGRAMA DE MONITORE;PROGRAMA DE MONITOREO DE MARIPOSAS Y CAPACITACION;01/01/2019;31/12/2020;31/12/2020
QINV0172;PUCE;DETERMINACION DE UN;DETERMINACION DE UN ALGORITMO DIAGNOSTICO DE HEPAT;01/01/2019;31/12/2020;31/12/2020
QINV0173;PUCE;ANALISIS CINEMATICO;ANALISIS CINEMATICO DE LOS MOVIMIENTOS GENERALES D;01/01/2019;31/12/2020;31/12/2020
QINV0174;PUCE;ALTERNATIVAS DEMOCRA;ALTERNATIVAS DEMOCRATICAS PARA EL EMPLEO DE LAS IN;01/01/2019;31/12/2019;31/12/2019
QINV0175;PUCE;EL ESTADO DEL ESTADO;EL ESTADO DEL ESTADO ECUATORIANO EN LA ULTIMA DECA;01/01/2019;31/12/2020;31/12/2020
QINV0176;PUCE;ONTOLOGIAS CONTEMPOR;ONTOLOGIAS CONTEMPORANEAS I;01/01/2019;31/12/2019;31/12/2019
QINV0177;PUCE;EL CURRICULO COMO AP;EL CURRICULO COMO APORTE FUNDAMENTAL EN LA FORMACI;01/01/2019;31/12/2020;31/12/2020
QINV0178;PUCE;LA EVOLUCION DE INTE;LA EVOLUCION DE INTERNET EN EL ECUADOR HACIA UNA R;01/01/2019;31/12/2020;31/12/2020
QINV0179;PUCE;DERECHOS DE LOS ADOL;DERECHOS DE LOS ADOLECENTES INDIGENAS MIGRANDO DE;01/01/2019;31/12/2020;31/12/2020
QINV0180;PUCE;ESTUDIO DE PEPTIDOS;ESTUDIO DE PEPTIDOS DE INTERES BIOLOGICO EXTRAIDOS;01/01/2019;31/12/2020;31/12/2020
QINV0181;PUCE;GENOMICA DE LA CHONT;GENOMICA DE LA CHONTA Y TAGUA;01/01/2019;31/12/2020;31/12/2020
QINV0182;PUCE;RETOS Y POTENCIALIDA;RETOS Y POTENCIALIDADES DEL ESPACIO PUBLICO ABIERT;01/01/2019;31/12/2020;31/12/2020
QINV0183;PUCE;ANALISIS DE LA RESIS;ANALISIS DE LA RESISTENCIA A FUNGICIDAS DE MUESTRA;01/01/2019;31/12/2019;31/12/2019
QINV0184;PUCE;USO DE LA REALIDAD V;USO DE LA REALIDAD VIRTUAL PARA LA VALORACION DEL;01/01/2019;31/12/2020;31/12/2020
QINV0185;PUCE;ESTUDIO DE LA ADHERE;ESTUDIO DE LA ADHERENCIA AL TRATAMIENTO AMBULATORI;01/01/2019;31/12/2020;31/12/2020
QINV0186;PUCE;SISTEMAS NEUROPSICOL;SISTEMAS NEUROPSICOLOGICOS DE SUPERVISION DE LA CO;01/01/2019;31/12/2020;31/12/2020
QINV0187;PUCE;EFECTO DE LA VARIABL;"EFECTO DE LA VARIABLE DE CULTURA NACIONAL ""DISTANC";01/01/2019;31/12/2019;31/12/2019
QINV0188;PUCE;EL USO DE AGROTOXICO;EL USO DE AGROTOXICOS EN LA AGRICULTURA FAMILIAR/C;01/01/2019;31/12/2020;31/12/2020
QINV0189;PUCE;ESTRATEGIAS DE REGEN;ESTRATEGIAS DE REGENERACION DE TEJIDOS Y DIVERSIDA;01/01/2019;31/12/2020;31/12/2020
QINV0190;PUCE;BIOWEB II: BIOINFORM;BIOWEB II: BIOINFORMATICA PARA ABRIR LAS BIOCOLECC;01/01/2019;31/12/2020;31/12/2020
QINV0191;PUCE;LA RELACION ENTRE LA;LA RELACION ENTRE LA CERTIFICACI”N DE CALIDAD ISO;01/01/2019;31/12/2020;31/12/2020
QINV0192;PUCE;PROCESOS DE SUBJETIV;PROCESOS DE SUBJETIVACION Y CREACION COLECTIVA DE;01/01/2019;31/12/2020;31/12/2020
